country_code,iso_a3,labels,average_temperature_celsius,comorbidity_mortality_rate,average_new_fully_vaccinated_per_day_per_1000,average_new_vaccinated_per_day_per_1000,average_new_tested_per_day_per_1000,diabetes_prevalence,gdp_per_capita_usd,gdp_usd,human_capital_index,latitude,population_density,smoking_prevalence,total_cases_divided_by_population,total_deaths_divided_by_population,population
PH,PHL,0,27.842772700611,26.8,3.19393217087708,3.17443169928533,0.364388162774432,7.1,3485,376795508679,0.548,12,367.512,24.3,0.0387185480969303,0.000617770158306599,100979303
PK,PAK,3,24.7780598800813,24.7,2.06551367041633,2.10861138321746,0.304588287222052,19.9,1284,278221906022,0.389,30,286.546,20.1,0.00716993656063143,0.000137161846510642,220892331
PL,POL,2,9.98731197969543,18.7,0.835245818080474,0.962839304364679,1.26674111058008,6.1,15222,585705873800,0.747,52,123.6,28,0.163992569209781,0.00308902590621943,37972812
PR,PRI,NaN,27.1438709615385,,,,1.25783630499416,13.7,32873,104988600000,,18.25,322.53,,0.329589910655612,0.00176381761999972,2860840
PS,PSE,2,,,0,0,1.06401202558863,9.5,3198,14615900000,0.554,,847.411,,0.137724702317945,0.00111851297757329,5101416
PT,PRT,4,17.1050373756345,11.1,9.97059859178422,10.9012237343695,5.06966777717418,9.8,23364,240597516000,0.776,38.7,113,22.7,0.530189750187245,0.00242609022015708,10276617
PW,PLW,NaN,26.6784187975708,,2.12142124353722,2.31721627918842,,17.9,15859,283994900,,7.466667,39.33,15.6,0.300132655317267,0.000331638293168251,18092
PY,PRY,5,23.9795398639594,17.5,2.09819075568393,2.30973238629071,0.492124757217228,9.6,5414,38145288939,0.533,-23.5,17.953,13.4,0.100357937506046,0.00273815883003647,7132530
QA,QAT,1,28.3106086219512,15.3,2.08702666956043,2.24628585914538,7.14413139457428,15.6,64781,183466208791,0.615,25.269535,248.153,20.6,0.151926374320563,0.000236718430022283,2881060
RE,REU,NaN,23.1574215315041,,,,,,,,,-21.114444,358.123,,0.527249840278429,0.000981785039338418,895308
RO,ROU,2,8.81535564670051,21.4,0.819471554571926,0.79352863916734,,6.9,12390,241475766400,0.601,46,83.1,29.7,0.167137604356506,0.00344454632727836,19414458
RS,SRB,2,11.2824073892276,19.1,2.1378163946863,2.03661714935209,1.67441005319884,9,7402,51409167350,0.755,43.95,91,38.9,0.333418679897825,0.00241780163716059,6963764
RU,RUS,4,-4.10646265208545,25.4,1.25106096118149,1.38125269404298,2.27464125027901,6.1,11584,1699876578871,0.729,66.416667,8.911,39.3,0.138479136456187,0.00264247388862096,145934460
RW,RWA,6,22.3089488538071,18.2,14.9253362167082,10.5581816198303,0.521069288254855,5.1,801,10122472590,0.374,-1.940278,525.019,12.3,0.0102279078418207,0.000113185326147841,12952209
SA,SAU,1,28.0027429573171,16.4,2.83865543043833,1.30746262331383,1.47373764954976,15.8,23139,792966838161,0.585,23.716667,16.195,15.6,0.0234022264748699,0.000267709415906024,34813867
SB,SLB,NaN,27.3444463292683,23.8,6.12276961073269,8.86882386682934,,19,2127,1425074225,0.443,-9.466667,24.54,,0.0313651041378527,0.000222746979813009,686878
SC,SYC,5,,21.2,10.1937847277146,9.04567910650126,,12.3,17401,1698843062,0.678,-7.1,213.783,21.5,0.471405328452308,0.00171852755745373,98340
SD,SDN,2,30.1426309668394,26,3.42007449808722,4.33385169023978,,22.1,441,18902284475,0.379,15,24.843,,0.00144301151291713,0.00011313757590805,43849269
SE,SWE,5,5.84765150964467,9.1,8.70991318884399,8.81315283233353,2.49561773007635,4.8,54634,556025322000,0.8,61,25,18.8,0.252050280615649,0.00195558535842705,10230185
SG,SGP,1,27.513703648374,9.3,1.39098007913479,1.38292509539505,16.203401158779,5.5,65233,372062527488,0.884,1.3,8357.633,16.5,0.318740627686274,0.000273830098508754,5850343
SI,SVN,2,11.259329613198,12.7,1.13660168245525,1.2147713681989,10.1218323316246,5.9,26078,53990687600,0.788,46,102.9,22.5,0.5511228752064,0.00393626243928131,2080908
SK,SVK,4,4.95015652588832,17.2,0.824456805135484,0.903995343262818,11.2048035014406,6.5,19470,105870732800,0.694,49,111.8,30.1,0.337230096537497,0.00374668305439158,5450421
SL,SLE,5,27.6206608265525,30.5,6.86036453622515,8.27547512112545,0.0108041538253807,2.4,504,3941474310,0.351,8.5,110.515,24.8,0.000971419652913977,0.0000156700808638853,7976985
SM,SMR,4,15.5874366321138,,6.75246179927189,6.46325652660734,,5.9,48481,1637931034,,43.933333,565.633,,0.605221285874241,0.00347692851670694,33938
SN,SEN,6,30.2272428778004,18.1,1.38484513492352,0.784841453418813,0.0828977429455202,2.4,1446,23578084052,0.418,14.366667,86.968,8.2,0.00526937224415057,0.000117535130641373,16743930
SO,SOM,1,,21.8,2.49552875818466,3.20551977404815,,5.1,,,,6,25.334,,0.00171123294783769,0.0000856340052949626,15893219
SR,SUR,0,27.3958846612411,21.7,1.92112969926735,1.95101189929311,0.652288386719054,12.5,6854,3985250737,,4,3.76,25,0.138173034634883,0.00235922227487667,586634
SS,SSD,4,,19.8,3.04333978022132,2.66423222756126,0.0619065108582094,10.2,1119,11997800760,0.302,7,18.322,,0.001588389356219,0.000012328331336233,11193729
ST,STP,1,27.2147620600203,18.5,11.2121604331196,12.8937174041002,2.14180442688252,2.4,1994,429016605,,0.316667,228.293,,0.0281847591496662,0.000346777026934537,219161
SV,SLV,1,26.5996980121951,14,3.94855179352536,3.87950428381997,0.452310778829425,8.8,4187,27022640000,0.501,13.668889,313.041,9.9,0.0311098900573695,0.000651845356010398,6486201
SX,SXM,NaN,27.4496764676113,,7.88066730819934,6.57904129890378,,6.8,,,,18.031944,1261.235,,0.253136514155123,0.00202882328249615,42882
SY,SYR,0,20.0326875396341,21.8,2.88243178527526,3.81816185010031,,13.5,,,,35.216667,95.304,,0.0032678201738369,0.000180736071794333,17500657
SZ,SWZ,3,20.0201041535226,26.7,6.58831321220432,5.8865600035857,0.28702838564203,4.5,3837,4405405802,0.409,-26.483333,67.451,9,0.063244506811106,0.00122568878193083,1160164
TC,TCA,NaN,26.8749577126904,,22.7823481719546,29.8292414749876,,,27142,1022312010,,21.78,40.756,,0.164574616457462,0.000929800092980009,38718
TD,TCD,4,31.9324235627907,23.9,4.77499082921365,4.63911252149829,,6,709,11314951342,0.293,15.466667,13.045,,0.000460128143070022,0.0000117497660244131,16425859
TG,TGO,3,27.4545261539246,23.6,4.53590591215465,6.20925533973854,0.116523040200632,2.4,675,5459979416,0.413,8.25,152.211,7.4,0.00466943262836259,0.0000343047537691744,8278736
TH,THA,0,28.9637270365854,14.5,1.491888013021,1.57571389731377,0.401760306345909,7,7808,543649976165,0.604,14,136.624,19.9,0.0669242188013297,0.000466919917940375,69799978
TJ,TJK,1,10.2402353800206,25.3,9.39612691867047,8.96127259086319,,6.1,870,8116626794,0.533,38.583333,68.145,,0.001864821514584,0.0000131059647657146,9537642
TL,TLS,3,27.8795731808943,19.9,9.5596268621009,10.368934476964,0.771449264443268,6.7,1294,1673540300,0.434,-8.966667,88.665,42.6,0.0176207978811355,0.000104668995678232,1318442
TN,TUN,6,21.3335017510163,16.1,1.74639352323618,2.30898738560639,0.822962680864891,8.5,3317,38797709923,0.508,34,76.072,32.7,0.0968948315276795,0.0024743163710004,11818618
TO,TON,NaN,25.342062400818,23.3,20.9408247437598,23.9044492410245,,15.7,4364,450353313,0.512,-20.587778,146.801,27.9,0.153098006565938,0.000113532077542409,105697
TR,TUR,2,13.6823992510163,16.1,1.16053756559458,1.20527040722599,2.49964470091157,11.1,9042,754411708202,0.626,39,106.2,27.2,0.205507124650513,0.00123247823804244,82003882
TT,TTO,3,27.3443281286727,21.3,1.23969838408026,1.24047898164898,1.0107997089952,11,17276,24100202833,0.613,10.666667,272.805,,0.129633559629894,0.00298251292791451,1399491
TW,TWN,NaN,24.538119777439,,2.2906024078475,2.07388523386846,0.615695240014653,,,,,24,672.6,,0.245475174535595,0.000435239447826165,23816775
TZ,TZA,1,22.0276176408952,17.9,12.400963442285,13.7126363691553,,5.7,1122,63177068174,0.4,-6.307,67.435,14.8,0.000657127599555049,0.0000141459970352334,59734213
UA,UKR,2,10.5157359184506,24.7,1.01611753282373,1.00190469182705,0.6453216075583,6.1,3659,153781069118,0.647,49,75.492,28.9,0.11598666833098,0.00248972424254682,43733759
UG,UGA,1,23.4932099623601,21.9,3.56555302767672,3.06840306131219,0.0788348832460555,2.5,776,34387229486,0.382,1.28,228.922,10,0.00369473776261997,0.0000793161496250628,45741000
US,USA,4,12.5944299210526,14.6,1.08853696153372,1.24371953163953,3.28284356446192,10.8,65118,21374418877706,0.762,39.828175,36.185,21.8,0.279021454471934,0.00303435337784474,331002647
UY,URY,5,17.5086901431472,16.7,1.62310834850224,1.59964861734748,2.3177117498289,7.3,16190,56045912952,0.6,-33,19.848,16.8,0.282937029881738,0.00214812505415653,3473727
UZ,UZB,3,16.1296082977642,24.5,3.88383057547025,4.69384407713305,,6.5,1724,57921286440,,41,78.677,12.6,0.00729007586945837,0.0000489106416917835,33469199
VC,VCT,0,27.4957974767206,23.2,1.92677584792739,2.04929293469681,0.641635195183286,11.6,7463,825385185,,12.9,284.479,,0.0851397514128368,0.00104554426888514,110947
VE,VEN,3,26.3651863668699,18.1,29.2411076568917,32.46658639033,,7,,,,8,32.238,,0.019124809752221,0.00020428371234251,28435943
VG,VGB,NaN,27.4942268410931,,10.3781574834172,5.8861084389842,,14.2,,,,18.445,201.58,,0.241591427721004,0.00211661209776102,30237
VI,VIR,NaN,27.4942268410931,,,,1.37583830713126,12.3,35938,3855000000,,18.333333,298.351,,0.21997069611101,0.00117790142018521,104423
VN,VNM,0,26.7585503760163,17.1,2.49113615890747,2.30748974386536,2.22163809086582,6,2715,261921244843,0.666,16,313.925,22.8,0.117610444359972,0.000443113087027371,97338583
VU,VUT,NaN,26.3107827164634,23.3,16.3404249990608,13.7257136290948,,11.9,3058,917058850,0.471,-16.633331,25.197,18.6,0.0388116555428944,0.0000455803353410386,307150
WF,WLF,NaN,26.9054407581301,,11.6275260443479,10.7469736009496,,,,,,-14.30181,80.329,,0.0676685043571048,0.000622443535479282,11246
WS,WSM,NaN,27.0664471610942,20.6,27.1724310835243,24.4329375053414,,9.2,4315,850655017,,-13.745,70.11,27.7,0.0800816491104279,0.000146161987803034,198410
XK,XKX,NaN,11.7415067662602,,,,,,,,,42.55,,,0.14439692026311,0.00169355789482628,1883018
YE,YEM,1,29.233084413442,30.6,0.645290595988927,0.769922284478909,,5.4,968,27591261663,0.369,15.5,56.492,18.4,0.000400054073685052,0.0000722524747562258,29825968
YT,MYT,,27.0394930355691,,,,,,,,,-12.843056,727.501,,0.147210726761555,0.000685451206504089,272813
ZA,ZAF,6,17.4630104502033,26.2,0.752165091949951,0.864120815401898,0.524894590312536,12.7,6001,351431649241,0.406,-29,48.891,20.3,0.0676920026390736,0.00172199048739738,59308690
ZM,ZMB,5,21.0679360951249,17.9,1.39593663732106,1.62768652515908,0.244874527168229,4.5,1291,23064722446,0.396,-14,24.73,13.8,0.0181260768900883,0.000218505744900608,18383956
ZW,ZWE,6,18.9465771985019,19.3,0.66441856256859,0.851512388470185,0.198414943024354,1.8,1463,21440758800,0.441,-19,38.42,15.8,0.0172872409317492,0.00037650726535897,14862927
